min,mean,max
217,294.5,416
216,296.9,442
214,300.2,458
212,301.8,465
212,302.2,461
210,300.7,460
208,299.6,462
207,296.9,472
208,293.4,497
208,289.7,493
204,285.3,480
200,283.2,489
199,283.4,498
197,286.8,474
196,292.1,449
195,293.9,429
193,294.1,413
192,295.3,411
191,295.3,401
191,292.8,391
192,288.8,387
196,284.8,383
197,282.6,378
198,280.7,374
198,279.9,373
198,279.1,371
199,281.4,369
197,288.9,400
195,295.3,414
195,296.4,401
193,296.0,410
193,293.8,414
193,293.7,414
196,295.2,414
198,297.7,421
200,308.0,434
200,315.2,438
201,318.5,444
202,321.1,454
203,326.0,465
204,327.6,466
205,329.6,458
207,331.9,446
210,331.4,440
215,327.3,430
217,322.5,420
219,320.4,413
221,321.3,409
221,322.7,405
218,328.4,402
214,331.8,445
212,330.4,448
213,329.9,443
215,330.5,459
217,329.8,481
217,327.2,482
218,322.9,471
218,321.2,459
218,322.2,449
215,326.8,448
214,330.2,452
212,331.4,449
213,329.6,444
216,325.3,441
215,321.5,433
215,319.2,427
214,316.4,425
213,314.8,444
211,313.1,456
209,311.5,459
208,312.4,455
207,312.2,446
204,312.9,439
203,311.7,426
202,308.0,417
198,307.1,414
192,310.1,413
187,312.6,418
184,312.0,421
177,307.5,426
176,302.3,426
169,297.5,424
157,290.2,423
152,286.6,422
159,280.7,422
170,272.7,425
158,264.4,419
162,261.6,398
170,258.0,387
161,255.0,381
183,257.7,373
202,257.4,321
198,259.0,339
216,268.4,350
201,267.4,347
191,268.5,350
193,269.7,362
197,271.8,360
182,286.3,367
232,301.0,366
230,320.1,423
229,338.9,467
227,328.1111111111111,450
227,324.55555555555554,410
227,323.77777777777777,431
227,324.1111111111111,447
227,320.8888888888889,462
227,323.0,468
223,339.3,500
220,337.4,493
217,333.9,487
191,326.9,480
205,327.8,473
222,338.2,481
222,348.1,492
221,349.5,499
220,350.3,506
218,352.6,527
217,353.0,537
216,351.7,538
215,350.3,536
215,349.4,535
214,348.3,533
213,347.4,531
213,346.5,528
213,345.5,526
212,344.4,524
212,342.5,516
212,340.4,503
212,338.8,495
212,337.4,490
212,336.2,489
213,335.2,489
213,334.0,489
213,333.3,492
215,332.9,496
216,332.0,498
217,330.3,498
218,328.9,497
219,326.9,495
221,325.4,493
221,324.2,492
221,322.8,490
221,321.8,488
222,321.0,485
222,320.3,483
221,319.4,481
219,317.9,479
217,316.4,477
216,315.1,475
215,313.8,474
214,312.6,472
213,311.7,470
211,310.6,469
210,309.3,468
209,308.5,467
208,307.7,465
207,299.0,463
74,114.6,163
74,114.6,163
74,114.5,163
74,114.5,163
74,114.4,163
74,114.3,162
73,114.0,162
73,114.0,162
73,113.9,162
73,113.8,162
72,113.6,162
72,113.6,162
72,113.6,162
72,113.4,162
72,113.3,161
71,113.1,161
71,113.1,161
71,112.9,160
71,112.9,160
71,112.8,160
71,112.8,160
71,112.6,159
71,112.6,159
71,112.5,159
71,112.4,159
71,112.3,158
71,112.2,158
71,112.2,158
71,112.0,158
71,112.0,158
71,112.0,158
71,112.0,158
71,111.9,158
71,111.8,157
71,111.7,156
71,111.7,155
70,111.4,154
70,111.3,153
70,111.2,152
70,111.1,152
70,111.0,152
70,110.8,152
70,110.8,152
69,110.6,152
69,110.6,152
69,110.5,152
69,110.5,152
69,110.3,152
69,110.3,152
69,110.2,152
69,110.2,152
69,110.1,152
69,110.1,152
69,110.2,152
69,110.1,152
69,110.1,152
69,110.1,152
69,110.0,152
69,110.0,152
69,110.0,152
69,110.0,152
69,109.9,151
69,109.7,151
69,109.8,151
69,109.8,151
69,109.8,151
69,109.6,151
69,109.7,151
69,109.6,151
69,109.5,151
69,109.6,151
69,109.5,150
69,109.4,150
69,109.4,150
69,109.4,150
69,109.3,150
69,109.3,150
69,109.3,150
69,109.2,150
69,109.2,150
69,109.2,150
69,109.2,150
69,109.2,150
69,109.2,150
69,109.1,150
69,109.1,150
69,109.0,150
69,108.9,150
69,108.9,150
69,108.9,150
69,108.9,150
69,108.7,150
69,108.7,150
69,108.7,150
69,108.7,150
69,108.6,150
69,108.6,150
69,108.6,150
69,108.5,150
69,108.4,150
69,108.4,150
69,108.3,150
69,108.3,150
69,108.2,150
69,108.2,150
69,108.1,150
69,108.1,150
69,108.0,150
69,108.0,150
69,108.3,150
69,111.6,151
69,114.8,159
69,119.1,184
69,123.4,201
69,135.6,286
69,154.3,430
70,183.5,592
72,230.0,692
76,252.5,677
79,260.3,651
79,266.6,669
79,278.5,680
82,300.1,652
82,313.8,614
82,334.3,687
82,369.0,775
82,376.2,764
84,392.3,806
86,417.9,801
86,455.1,784
86,499.5,789
85,535.8,838
87,563.3,848
91,573.0,826
94,559.2,810
99,539.6,795
103,523.7,786
115,498.0,777
138,472.4,766
209,454.7,728
260,436.6,671
258,425.7,625
248,432.8,616
232,436.9,746
211,429.3,746
187,417.0,703
174,402.0,639
163,386.8,584
155,372.2,545
147,359.7,538
141,347.6,551
140,338.8,546
138,325.4,524
136,312.2,505
135,300.9,508
133,288.7,499
132,278.6,472
131,271.3,447
130,265.5,420
129,257.8,393
128,249.8,370
128,241.9,360
127,235.4,351
126,228.1,342
127,223.8,342
128,220.0,340
129,216.7,343
128,211.8,338
126,206.9,332
125,190.3,242
124,185.6,232
124,180.7,218
122,175.1,214
121,170.4,207
120,166.8,202
119,161.9,200
117,158.7,198
115,153.3,194
112,149.3,191
109,149.9,188
103,147.0,184
98,145.66666666666666,181
97,141.77777777777777,175
97,140.33333333333334,169
96,138.77777777777777,166
96,140.55555555555554,172
96,138.77777777777777,178
96,137.66666666666666,176
95,135.55555555555554,173
95,134.0,170
94,132.88888888888889,170
93,132.33333333333334,176
92,131.66666666666666,178
91,129.33333333333334,185
90,126.44444444444444,192
89,123.77777777777777,199
88,122.11111111111111,205
87,122.33333333333333,210
87,123.11111111111111,217
86,122.33333333333333,220
85,120.55555555555556,221
85,119.66666666666667,220
84,118.66666666666667,220
84,118.55555555555556,219
83,119.88888888888889,221
82,121.11111111111111,218
82,121.22222222222223,215
81,121.11111111111111,214
81,121.22222222222223,215
81,120.77777777777777,211
80,119.66666666666667,205
80,117.66666666666667,196
80,116.11111111111111,189
79,115.33333333333333,183
78,114.66666666666667,182
78,114.66666666666667,183
77,114.88888888888889,186
77,115.44444444444444,188
77,115.77777777777777,190
76,116.66666666666667,192
76,117.11111111111111,195
75,117.77777777777777,198
75,118.44444444444444,198
77,118.88888888888889,196
78,119.0,195
78,119.66666666666667,192
78,120.11111111111111,190
77,119.66666666666667,189
77,119.33333333333333,187
77,119.44444444444444,186
76,119.11111111111111,185
76,118.88888888888889,185
75,118.88888888888889,192
74,114.5,200
74,115.0,207
74,116.0,222
75,118.0,245
75,119.1,264
75,119.6,272
75,120.9,276
75,121.0,273
75,122.6,293
75,123.1,300
74,123.5,298
74,123.3,293
74,124.0,284
75,124.5,275
76,125.5,271
75,125.7,269
77,126.6,267
78,127.0,262
77,127.7,255
76,126.9,242
76,126.7,232
76,126.3,226
79,127.0,223
78,126.6,220
79,126.4,217
77,126.0,215
77,126.1,217
79,126.8,220
81,127.9,222
81,127.3,221
81,127.1,220
80,126.4,219
79,126.0,219
81,125.6,217
81,125.0,216
82,125.5,216
82,125.4,215
82,125.6,214
81,124.9,214
81,124.8,213
81,126.2,212
81,127.1,210
81,127.2,201
81,126.7,199
81,126.4,198
84,125.5,196
85,125.0,194
85,124.9,193
85,124.6,192
85,124.1,191
85,124.8,194
84,126.3,195
84,126.6,195
84,127.6,195
84,127.9,195
84,127.4,194
84,126.6,195
84,125.5,193
84,124.4,193
83,123.5,192
83,124.2,191
82,124.0,191
82,123.2,190
82,120.9,189
81,118.5,188
81,118.2,187
81,118.3,186
81,118.0,185
81,118.6,184
81,118.9,182
81,119.2,181
81,119.9,185
81,120.6,194
80,121.4,205
80,121.8,212
80,121.8,212
80,121.6,212
79,121.1,211
79,121.0,211
79,120.8,210
79,120.6,210
78,120.4,210
78,120.3,210
78,120.1,210
78,119.8,209
78,119.5,209
78,119.4,209
77,119.0,209
77,118.9,209
77,118.7,209
77,118.5,208
77,118.3,208
77,118.2,208
76,117.9,207
76,117.4,203
76,117.0,200
76,116.3,194
76,115.4,186
75,114.7,182
75,114.2,178
75,113.8,174
75,113.1,170
75,112.7,169
74,112.3,169
74,112.2,169
74,111.6,168
74,111.5,168
74,111.4,168
74,111.3,168
73,110.8,168
73,110.5,167
73,110.3,167
73,110.1,166
72,110.0,166
71,109.7,165
71,109.6,165
72,109.7,165
72,109.7,165
72,109.4,165
73,109.4,164
73,109.2,164
73,109.2,164
72,109.0,164
72,108.8,164
71,108.6,164
71,108.5,164
71,108.4,164
71,108.3,164
71,108.1,163
71,108.0,163
71,108.0,163
70,107.8,163
74,106.0,154
290,351.1,417
290,351.1,417
290,351.0,417
290,351.0,417
290,350.8,417
290,350.5,415
288,350.0,415
288,350.0,415
288,349.8,415
288,349.8,415
288,349.6,414
288,349.6,414
287,349.2,414
287,349.2,414
287,348.8,413
287,348.7,413
287,348.7,413
287,348.7,413
287,348.6,413
287,348.6,413
286,347.9,412
286,347.7,412
286,347.6,412
286,347.6,412
285,347.5,412
285,347.1,410
285,347.1,410
285,347.1,410
284,347.0,410
284,347.0,410
284,347.0,410
284,346.6,410
284,346.5,410
284,346.5,410
284,346.4,410
284,346.2,410
282,345.8,408
282,345.8,408
282,345.8,408
282,345.8,408
281,345.5,408
281,345.4,407
281,345.3,407
281,345.3,407
281,345.3,407
280,345.2,407
280,344.9,405
280,344.8,405
280,344.8,405
280,344.8,405
280,344.7,405
278,344.1,403
278,344.0,403
278,344.0,403
278,344.0,403
278,343.8,401
278,343.8,401
277,343.7,401
277,343.7,401
277,343.6,400
277,343.7,400
277,343.5,398
277,343.5,398
277,343.5,398
277,343.5,398
277,343.4,397
277,343.5,397
277,343.5,397
277,343.4,397
277,343.2,396
277,343.2,396
277,343.3,396
277,343.2,395
277,343.1,395
277,343.1,395
277,342.8,395
277,342.8,395
277,342.7,395
277,342.7,395
277,342.7,395
277,342.8,395
277,342.6,395
277,342.9,395
277,342.9,395
276,342.8,395
276,342.7,395
276,342.8,395
276,342.8,395
276,342.8,395
276,342.9,395
275,343.0,395
275,343.6,397
275,343.8,397
275,344.3,398
275,344.4,398
275,344.8,399
275,344.8,399
275,345.1,399
275,345.6,400
275,346.1,401
275,346.6,402
275,346.8,403
275,347.4,405
275,347.8,406
275,348.4,407
275,348.5,407
275,348.7,407
275,348.9,407
275,349.3,407
275,352.6,407
275,353.6,407
275,355.4,410
275,360.7,427
275,364.0,455
275,376.2,567
275,392.2,643
276,408.6,757
278,430.3,848
281,471.2,917
285,507.7,955
286,522.5,915
331,543.8,863
344,563.5,864
344,571.7,890
348,576.1,946
351,586.7,938
351,599.6,982
352,613.6,1039
353,655.3,1062
355,708.2,1028
369,740.5,1023
393,762.7,1039
403,764.0,1094
416,758.9,1076
430,736.2,1006
433,727.5,979
440,710.0,998
465,685.3,975
472,673.1,944
456,645.1,895
504,634.7,850
473,619.5,810
467,605.3,751
453,592.0,848
439,590.2,925
429,589.3,931
413,580.9,892
400,565.3,763
394,544.7,693
390,524.3,652
389,504.5,634
388,486.1,633
385,477.8,629
371,475.0,633
362,468.8,644
360,460.6,622
358,450.8,599
348,448.8,586
346,449.1,580
346,444.8,578
345,440.6,570
353,428.8,548
377,425.1,523
376,422.8,528
373,419.2,534
373,416.1,522
372,415.0,505
368,411.3,480
369,410.1,486
368,408.1,484
366,403.4,474
366,401.4,470
361,395.1,444
355,388.6,417
361,387.9,415
362,388.0,415
357,386.0,414
351,382.0,409
349,379.0,403
348,376.9,402
353,374.3,402
351,375.2,401
351,374.0,399
350,373.6,398
350,372.7,399
353,372.1,399
353,371.4,400
354,370.7,399
352,369.7,399
350,368.7,398
349,367.8,397
348,366.9,397
347,366.4,401
346,366.9,411
345,367.3,419
345,366.6,422
343,365.9,425
340,364.9,425
337,364.3,427
335,363.7,428
334,363.3,429
333,362.5,428
333,361.6,428
333,360.7,430
332,360.0,432
332,359.8,434
331,360.1,435
331,358.7,432
330,357.5,431
330,356.5,430
330,355.0,428
330,353.9,427
330,353.1,427
329,353.0,426
329,351.9,416
329,351.5,413
328,351.3,414
328,351.1,413
327,351.3,411
327,351.1,409
327,351.0,407
327,350.8,405
327,350.6,402
326,350.3,401
326,350.5,399
326,350.3,399
325,349.9,395
325,349.1,388
324,348.6,383
324,348.3,381
323,348.4,380
323,348.4,380
322,348.3,380
322,348.8,388
321,349.7,398
320,350.1,405
320,351.4,419
319,351.3,421
317,352.1,429
317,352.4,431
316,352.4,430
316,352.2,428
316,351.8,427
317,352.3,426
318,352.6,425
318,353.1,425
319,353.7,422
319,354.3,422
319,354.1,417
320,354.8,417
320,354.9,417
320,355.0,416
320,354.9,414
321,355.5,413
321,356.0,412
322,356.1,411
322,356.2,410
321,356.5,410
321,356.7,409
321,356.9,409
323,357.2,407
325,357.5,407
325,357.3,405
325,357.1,405
325,356.7,403
325,356.4,401
325,356.4,400
325,356.8,400
325,356.7,397
325,356.9,397
325,356.9,399
325,356.6,401
325,356.4,404
325,358.6666666666667,406
325,358.44444444444446,407
325,357.77777777777777,407
326,357.55555555555554,408
325,357.44444444444446,410
325,357.77777777777777,410
324,358.1111111111111,411
324,358.77777777777777,412
322,358.1111111111111,412
321,358.55555555555554,413
321,358.55555555555554,413
320,358.77777777777777,410
320,359.1111111111111,409
320,360.1111111111111,408
320,360.77777777777777,407
320,361.22222222222223,405
318,362.0,403
315,362.22222222222223,402
311,361.6666666666667,402
311,361.77777777777777,403
309,361.77777777777777,405
309,361.8888888888889,408
308,362.3333333333333,415
308,362.8888888888889,420
307,365.1111111111111,440
306,365.44444444444446,443
306,368.8888888888889,445
304,369.44444444444446,453
304,369.6666666666667,458
304,369.3333333333333,457
303,369.0,455
303,369.0,455
303,368.1111111111111,451
303,367.77777777777777,448
302,367.1111111111111,445
302,366.77777777777777,443
302,366.0,440
301,365.3333333333333,438
301,364.77777777777777,437
301,364.3333333333333,435
300,363.77777777777777,434
300,363.3333333333333,434
300,363.0,433
300,362.22222222222223,433
300,361.8888888888889,433
298,361.22222222222223,433
298,360.55555555555554,432
298,360.44444444444446,432
298,359.8888888888889,432
298,359.8888888888889,432
298,359.55555555555554,432
298,359.3333333333333,432
298,358.44444444444446,432
298,354.7,430
298,354.3,430
298,354.0,430
298,353.8,430
297,353.5,430
297,353.5,430
297,353.2,430
297,352.9,430
296,352.8,430
296,352.6,430
296,352.4,430
296,352.4,430
296,352.1,430
296,352.0,430
296,351.8,430
296,351.8,430
296,351.5,430
296,351.3,430
294,350.8,430
294,350.5,428
294,350.2,428
294,349.8,427
294,349.7,427
293,349.5,427
293,349.1,425
293,348.9,425
293,348.7,424
293,348.5,424
292,348.3,424
292,347.9,422
292,347.9,422
292,347.8,422
292,347.6,420
291,347.3,420
291,347.2,420
291,347.1,420
291,346.9,418
290,346.6,418
290,346.6,418
315,351.6666666666667,417
46,64.11111111111111,88
47,64.55555555555556,88
47,64.55555555555556,89
47,64.22222222222223,89
46,63.77777777777778,89
46,63.666666666666664,89
47,64.33333333333333,89
47,64.77777777777777,90
46,64.77777777777777,90
47,65.11111111111111,90
54,68.5,90
54,70.0,90
52,69.375,90
50,68.875,90
50,67.75,89
47,67.75,90
47,67.375,90
47,67.25,90
53,68.5,90
53,69.25,91
47,66.88888888888889,91
49,67.33333333333333,91
50,67.44444444444444,91
50,66.22222222222223,91
48,65.55555555555556,92
46,65.11111111111111,92
46,65.11111111111111,92
48,65.77777777777777,92
49,65.77777777777777,92
49,66.11111111111111,92
49,65.22222222222223,92
46,63.9,87
47,63.2,86
47,62.4,85
46,62.8,84
45,62.3,84
45,62.0,83
44,61.9,83
44,61.8,83
43,61.8,81
43,61.6,78
43,61.6,77
43,60.9,77
42,60.4,76
42,60.2,75
42,60.0,76
42,59.9,76
42,60.0,76
42,59.7,75
42,59.6,75
42,59.6,75
42,59.4,75
42,59.4,74
42,58.8,73
42,58.4,73
42,57.8,73
42,57.3,72
42,57.2,72
42,57.0,71
42,57.0,70
41,57.1,70
41,57.0,70
41,56.8,70
41,56.7,70
41,56.7,70
41,56.7,70
41,56.5,69
41,56.4,69
40,55.9,69
40,55.9,69
40,55.5,68
40,55.3,68
40,55.1,67
40,55.2,67
40,55.1,67
40,54.9,67
40,54.9,67
40,54.9,67
40,54.8,67
40,54.8,67
40,55.0,67
40,54.7,67
40,54.8,67
39,54.5,67
39,54.2,67
39,53.8,67
39,53.7,67
39,53.7,67
39,53.6,67
39,53.6,67
38,53.3,67
40,53.8,67
40,53.6,67
40,53.6,67
40,53.5,67
39,53.7,67
39,53.6,67
39,53.5,67
39,53.5,67
39,53.4,67
39,53.2,67
39,53.0,66
39,53.0,66
39,53.2,66
39,53.4,66
39,53.3,66
39,53.4,66
39,53.7,66
39,54.0,67
39,54.5,68
39,55.5,70
39,55.8,71
39,56.9,71
39,58.2,80
39,60.5,91
38,62.0,92
38,62.6,86
38,62.7,80
38,63.0,75
38,63.0,76
38,63.4,81
38,63.7,85
38,64.1,92
39,66.9,99
41,73.5,110
45,79.5,128
46,79.5,116
51,78.9,109
57,78.3,110
52,77.8,114
52,82.0,126
58,87.2,125
57,92.9,118
58,99.7,141
65,103.6,131
73,103.0,135
63,98.8,136
58,91.0,126
64,91.8,146
58,95.1,163
55,100.1,177
55,100.6,155
58,104.5,151
67,109.9,156
73,111.8,157
74,106.2,150
67,94.4,122
69,91.9,122
72,95.4,130
78,102.9,150
73,107.0,157
70,110.1,196
70,104.1,163
65,100.2,129
61,96.8,119
56,97.3,117
52,95.1,118
49,91.4,109
48,95.3,118
46,93.3,121
45,89.2,115
44,90.9,122
45,91.1,121
44,87.8,115
44,82.1,110
44,78.1,108
43,75.6,106
43,73.0,106
43,71.5,107
43,69.6,106
43,67.9,101
43,66.8,96
43,66.8,94
42,66.4,92
44,65.9,91
43,64.9,85
43,65.1,82
43,64.3,78
42,63.7,77
42,64.1,76
43,64.1,75
43,63.2,73
44,63.8,74
46,64.3,73
43,63.0,72
43,63.3,85
42,62.2,75
42,62.2,74
42,61.9,75
42,62.1,74
42,61.4,73
42,61.2,72
43,62.0,75
44,61.3,72
44,60.8,72
43,60.7,73
43,60.7,73
43,60.5,73
42,62.4,73
42,62.0,72
42,60.8,71
42,60.2,71
45,60.5,71
50,62.0,71
49,63.6,71
48,64.6,82
51,63.1,71
51,62.1,71
50,62.9,73
49,64.1,77
49,63.7,82
47,63.7,86
45,62.1,87
45,61.6,85
45,60.9,78
45,61.0,79
45,60.7,77
45,60.7,79
44,60.7,79
45,60.6,77
45,61.4,83
44,60.8,77
44,62.0,83
45,61.3,79
45,60.7,77
45,64.9,113
44,62.8,94
44,61.4,82
46,62.7,88
46,62.9,92
45,62.0,88
45,61.1,81
45,61.6,85
45,63.4,88
47,63.3,89
50,64.8,82
49,64.1,78
47,62.8,77
47,62.4,76
46,62.8,76
46,62.3,75
46,63.2,78
46,63.7,75
47,63.7,75
47,64.4,75
48,64.6,74
47,64.6,80
48,64.9,90
51,66.4,99
50,65.9,90
50,66.4,88
50,65.2,81
50,64.4,81
49,65.2,92
51,65.3,86
51,64.7,81
51,65.3,84
51,66.7,98
50,65.6,89
50,65.8,81
50,66.4,82
50,65.6,83
50,65.3,81
50,65.1,80
50,67.2,82
50,68.1,86
50,70.0,98
50,71.4,110
50,68.6,97
49,67.3,81
49,66.0,77
49,65.4,79
49,64.9,80
51,65.6,78
51,66.2,77
51,66.3,76
51,65.3,77
51,65.6,86
52,67.2,100
52,66.0,87
52,66.2,91
52,66.2,90
52,66.2,86
52,66.4,85
52,66.0,84
52,65.3,83
52,65.5,83
52,65.2,82
52,65.0,81
52,64.4,80
52,64.8,80
51,65.9,81
51,68.4,100
51,69.6,104
51,69.4,104
51,69.7,104
51,68.7,104
51,68.6,103
51,69.7,102
51,66.5,78
50,66.1,78
54,68.3,80
54,68.3,81
55,67.7,81
54,67.6,82
54,69.4,82
54,68.9,83
52,71.1,89
50,72.9,98
50,73.6,98
50,72.8,99
50,72.9,99
54,74.3,93
55,74.5,93
63,76.4,93
64,75.77777777777777,89
66,75.22222222222223,92
66,79.77777777777777,114
66,79.77777777777777,121
56,79.33333333333333,123
55,80.11111111111111,123
62,81.44444444444444,125
60,80.55555555555556,125
58,81.44444444444444,125
57,81.0,125
54,79.11111111111111,125
51,78.55555555555556,120
51,78.33333333333333,116
51,76.88888888888889,102
51,75.33333333333333,105
50,71.55555555555556,91
50,69.22222222222223,89
50,68.77777777777777,89
50,68.66666666666667,88
54,68.77777777777777,88
54,68.11111111111111,86
55,67.44444444444444,83
54,66.77777777777777,82
53,66.55555555555556,81
53,66.33333333333333,82
55,66.88888888888889,86
55,67.0,88
53,67.0,88
51,69.33333333333333,90
49,70.22222222222223,99
52,70.22222222222223,97
57,70.77777777777777,95
55,70.0,93
54,68.44444444444444,91
53,67.33333333333333,91
53,66.88888888888889,91
52,65.88888888888889,91
50,65.77777777777777,91
53,66.0,90
53,66.22222222222223,90
53,65.88888888888889,90
53,65.66666666666667,90
52,65.77777777777777,90
50,65.88888888888889,90
50,65.88888888888889,89
51,66.0,89
50,65.77777777777777,89
49,65.66666666666667,89
48,67.66666666666667,88
47,67.55555555555556,88
47,69.0,91
177,203.7,222
178,203.7,222
178,203.2,221
178,203.0,221
179,202.6,220
179,202.5,220
179,202.3,219
179,202.2,219
180,202.1,218
180,201.9,218
180,201.7,218
181,201.8,219
181,201.7,219
182,201.5,218
183,201.4,218
183,201.3,218
184,201.1,218
184,201.2,217
184,201.0,217
185,200.9,217
185,200.9,217
186,201.0,217
186,201.0,217
186,201.2,217
186,201.4,217
186,201.4,216
186,201.5,216
186,201.8,216
186,201.8,217
186,202.0,217
186,202.0,217
186,201.9,217
186,201.9,217
187,202.0,218
187,202.1,218
188,202.3,218
188,202.5,218
189,202.5,218
189,202.7,218
190,202.7,218
190,202.8,218
190,203.0,218
190,203.2,218
190,203.2,218
190,203.3,218
189,203.5,218
189,203.6,219
189,203.6,219
189,203.6,219
189,203.5,219
189,203.7,219
189,203.7,219
189,204.0,219
189,204.1,219
189,204.1,219
188,204.1,219
188,204.1,219
188,204.4,219
188,204.4,218
188,204.6,218
188,204.6,218
188,204.7,218
188,204.7,218
188,204.7,219
188,204.7,219
188,205.1,219
189,205.2,219
189,205.2,219
189,205.3,219
189,205.4,219
189,205.5,219
189,205.6,219
189,205.7,219
189,205.7,219
189,205.9,219
189,205.9,219
189,206.2,219
189,206.2,219
189,206.2,219
189,206.6,220
189,206.8,220
189,207.1,221
189,207.7,221
189,208.4,223
189,208.7,225
189,208.8,225
189,209.4,225
189,209.6,224
190,210.1,226
190,210.3,227
190,210.6,227
190,211.0,228
190,211.6,229
190,212.0,229
190,212.3,229
190,212.4,229
191,212.1,228
191,211.9,228
191,211.8,227
191,211.7,227
191,212.0,227
191,211.9,227
191,211.9,227
191,212.5,228
191,212.6,227
191,212.9,227
191,213.3,229
191,214.3,234
190,215.2,239
188,216.7,250
186,218.2,260
186,219.2,265
187,222.7,279
187,231.0,364
185,230.2,348
183,229.4,331
180,231.0,318
179,234.1,311
177,235.7,302
175,231.4,275
174,229.1,254
173,229.4,308
171,215.7,244
170,218.2,273
172,217.1,253
182,223.7,282
170,225.1,266
177,221.1,257
182,222.0,259
182,226.9,299
183,229.2,334
181,222.9,290
182,230.0,305
182,245.8,406
197,249.7,382
209,256.3,366
204,243.2,310
186,229.3,290
187,226.4,308
174,224.2,326
169,227.7,326
166,233.3,345
165,235.8,345
177,243.8,336
192,248.1,328
199,250.2,318
209,239.9,308
210,235.9,301
209,235.5,297
202,242.7,295
202,243.7,297
196,246.2,315
191,242.1,302
188,238.1,283
185,235.1,270
183,236.6,294
181,234.8,296
179,231.6,284
180,230.5,267
180,228.2,271
177,226.9,281
174,227.2,280
173,224.8,290
176,224.7,299
176,219.0,295
178,215.6,294
178,212.8,291
175,207.8,293
173,204.6,291
177,201.7,281
176,198.9,270
171,194.9,262
169,192.1,248
167,189.9,239
167,196.5,255
165,199.5,298
164,190.7,225
164,189.5,231
167,189.9,243
167,187.1,216
163,185.6,215
161,182.8,211
161,182.7,214
159,185.3,207
157,183.3,201
158,180.6,198
157,178.4,193
156,178.2,190
155,181.7,215
156,179.6,207
155,179.0,196
155,177.0,190
156,178.1,191
156,176.4,190
152,175.0,205
152,174.3,193
151,173.8,188
155,172.1,182
157,171.1,187
155,171.8,196
153,169.7,187
151,168.1,186
152,167.6,186
155,166.8,184
151,167.3,195
149,168.5,204
148,169.5,208
148,167.2,193
148,166.4,190
148,168.8,195
147,171.4,219
147,176.1,264
148,175.5,256
148,173.2,224
149,169.1,212
148,170.0,205
148,170.1,201
148,167.2,198
148,168.2,198
151,169.7,200
150,168.5,195
150,169.3,195
148,169.2,198
147,171.2,202
147,169.7,215
148,167.7,196
146,168.7,203
146,168.4,194
145,176.4,223
146,170.0,197
147,168.1,208
146,167.8,207
146,175.9,271
146,182.2,260
148,178.5,237
151,174.7,222
150,172.8,216
149,172.0,214
147,170.1,216
145,170.7,218
145,171.9,212
145,173.1,206
144,177.1,210
144,177.8,204
143,175.2,206
145,174.7,204
146,176.4,203
144,179.2,234
143,176.7,221
144,175.5,212
148,173.1,207
152,175.0,205
151,174.7,205
148,174.8,210
146,174.6,198
146,177.7,196
144,176.3,195
144,177.5,225
144,176.1,226
147,175.6,209
149,177.7,205
149,176.6,203
149,175.1,204
149,174.6,205
149,174.7,201
148,175.7,203
148,178.8,227
148,181.1,231
148,176.6,211
148,174.0,201
148,175.2,197
148,175.7,197
149,175.0,199
148,173.3,204
146,173.3,211
144,172.9,213
143,171.6,207
146,173.6,200
147,175.9,220
149,175.5,199
148,175.4,196
148,172.7,194
147,172.4,193
146,172.4,200
151,172.4,195
153,171.6,198
148,170.4,193
147,172.6,190
150,179.5,263
151,176.8,246
149,195.0,371
152,212.1,364
160,216.6,360
159,234.6,355
158,231.5,348
158,241.5,333
157,257.1,349
157,258.1,385
158,259.1,395
158,258.2,383
154,254.3,362
173,257.7,338
171,250.8,326
162,244.9,323
182,253.1,356
174,241.1,310
172,253.6,357
171,253.7,352
172,251.9,375
170,248.4,345
170,244.9,342
168,245.3,341
169,244.4,340
167,241.3,339
174,248.1,335
174,244.0,332
174,241.5,329
174,240.0,326
174,240.6,320
174,239.0,314
174,238.5,308
174,236.4,301
174,234.2,296
174,232.2,292
174,230.5,289
174,228.9,287
174,227.2,284
174,225.4,281
174,224.1,278
174,222.9,274
174,222.1,272
174,220.9,271
174,220.3,274
174,219.9,277
174,219.4,276
174,218.3,272
174,217.5,268
174,216.3,265
174,215.7,263
174,215.0,261
174,214.2,260
174,213.6,258
173,212.7,255
173,211.9,252
173,211.3,249
173,210.7,247
173,210.1,246
173,209.7,245
173,209.1,244
173,208.7,243
173,208.3,242
173,208.2,241
173,207.5,239
173,207.0,237
174,206.7,235
174,206.4,234
174,206.1,233
174,205.8,232
175,205.6,231
175,205.1,230
175,204.7,229
176,204.5,228
176,204.2,227
176,203.7,225
177,203.4,223
177,192.33333333333334,207
60,77.9,92
60,77.9,92
60,77.9,92
60,77.8,92
60,77.6,92
60,77.9,92
60,78.1,92
60,78.6,92
60,80.3,102
60,80.2,101
60,80.1,101
60,80.0,101
60,80.1,101
60,80.0,101
60,80.2,102
60,80.1,102
60,80.1,102
60,80.4,103
60,80.5,104
60,80.6,104
60,80.8,104
63,81.3,104
64,81.2,104
64,81.3,104
64,81.2,105
64,81.0,106
64,81.2,106
63,81.0,106
62,81.0,107
61,80.9,108
59,80.7,108
59,80.8,108
59,80.8,108
58,80.7,108
58,80.8,108
57,80.8,108
57,80.7,108
57,81.0,108
57,81.2,108
57,81.2,108
57,81.2,107
